label;latitude;longitude
cademene;47,09;6,03
chaffois;46,92;6,26
chaleze;47,26;6,09
champoux;47,34;6,14
charmauvillers;47,23;6,92
charmoille;47,24;6,67
chatelblanc;46,67;6,11
chatillon le duc;47,31;6
chaucenne;47,28;5,9
chaux les passavant;47,24;6,35
la chenalotte;47,11;6,69
pays de clerval;47,39;6,51
corcelles ferrieres;47,23;5,8
courchapon;47,26;5,75
cour st maurice;47,26;6,71
crosey le grand;47,35;6,53
dampierre sur le doubs;47,47;6,73
dampjoux;47,34;6,75
dannemarie sur crete;47,21;5,87
devecey;47,32;6,02
echenans;47,53;6,69
etalans;47,17;6,25
eternoz;47,02;6
eternoz;47,02;6
etray;47,13;6,33
evillers;47;6,22
flagey rigney;47,41;6,22
flangebouche;47,12;6,47
fleurey;47,3;6,78
fontaine les clerval;47,42;6,47
les fontenelles;47,19;6,75
fourbanne;47,34;6,31
fournet blancheroche;47,17;6,83
frasne;46,85;6,15
gennes;47,25;6,13
gondenans les moulins;47,47;6,38
grand combe chateleu;47,02;6,56
la grange;47,28;6,67
les hopitaux vieux;46,8;6,39
hyevre magny;47,36;6,43
issans;47,53;6,73
landresse;47,26;6,49
longevelle sur doubs;47,46;6,65
magny chatelard;47,23;6,33
malans;47,04;6,03
malbuisson;46,8;6,31
malpas;46,83;6,29
mandeure;47,43;6,81
le memont;47,16;6,69
mesandans;47,43;6,38
metabief;46,76;6,35
montagney servigney;47,47;6,3
montandon;47,3;6,83
montbenoit;46,98;6,47
le moutherot;47,24;5,73
les premiers sapins;47,08;6,34
noirefontaine;47,35;6,76
noironte;47,27;5,87
novillars;47,29;6,13
orchamps vennes;47,11;6,51
ornans;47,1;6,15
orsans;47,25;6,38
osselle routelle;47,15;5,86
ougney douvot;47,32;6,28
boue;50,01;3,71
oye et pallet;46,85;6,34
la bouteille;49,88;3,96
palantine;47,1;5,94
braye en thierache;49,77;3,96
palise;47,37;6,09
braye;49,42;3,38
plaimbois vennes;47,18;6,55
bruyeres sur fere;49,2;3,45
le val;47,06;5,91
buironfosse;49,96;3,84
pont les moulins;47,33;6,37
burelles;49,77;3,91
puessans;47,43;6,32
celles les conde;49,01;3,57
remondans vaivre;47,38;6,71
celles sur aisne;49,42;3,48
reugney;47,01;6,15
cessieres suzy;49,56;3,48
rignosot;47,38;6,2
chacrise;49,3;3,4
roche lez beaupre;47,28;6,11
chamouille;49,47;3,67
rognon;47,42;6,31
la chapelle sur chezy;48,95;3,38
romain;47,44;6,38
le charmel;49,11;3,54
rondefontaine;46,73;6,18
chavonne;49,41;3,56
rosureux;47,21;6,68
cheret;49,51;3,69
st georges armont;47,4;6,55
chery les rozoy;49,72;4,1
st hippolyte;47,31;6,81
chevennes;49,82;3,74
st juan;47,29;6,34
chezy sur marne;48,98;3,38
st point lac;46,81;6,3
chivres en laonnois;49,63;3,86
samson;47,05;5,88
chouy;49,22;3,25
sarrageois;46,7;6,23
clairfontaine;49,97;3,99
septfontaines;46,98;6,18
serre les sapins;47,24;5,93
servin;47,31;6,47
la sommette;47,19;6,51
soye;47,45;6,5
tallenay;47,31;6,02
aigues juntes;43,05;1,47
tarcenay foucherans;47,16;6,12
argein;42,92;0,99
tournans;47,4;6,31
artix;43,07;1,56
trevillers;47,28;6,87
arvigna;43,06;1,73
vaire;47,28;6,15
ascou;42,72;1,93
valleroy;47,39;6,12
aucazein;42,92;0,97
valoreille;47,29;6,74
augirein;42,91;0,92
vandoncourt;47,46;6,91
auzat;42,7;1,44
vauclusotte;47,28;6,73
axiat;42,8;1,76
vellerot les belvoir;47,35;6,59
ax les thermes;42,69;1,82
vellerot les vercel;47,25;6,44
bagert;43,08;1,07
vergranne;47,41;6,39
balagueres;42,97;1,02
le vernoy;47,57;6,67
la bastide de lordat;43,14;1,71
vieux charmont;47,52;6,84
baulou;43,02;1,54
buzan;42,96;0,96
campagne sur arize;43,12;1,32
carla bayle;43,16;1,37
le carlaret;43,13;1,69
castillon en couserans;42,92;1,06
caumont;43,02;1,08
caussou;42,77;1,82
caychax;42,81;1,73
contrazy;43,06;1,21
cos;42,98;1,57
montigny en arrouaise;49,91;3,48
montlevon;48,96;3,52
morcourt;49,88;3,33
morsain;49,46;3,19
moulins;49,42;3,68
moussy verneuil;49,41;3,64
nampcelles la cour;49,78;4
nauroy;49,95;3,26
la neuville bosmont;49,71;3,83
la neuville housset;49,79;3,73
la neuville les dorengt;49,98;3,69
nogent l artaud;48,94;3,33
nouvion et catillon;49,71;3,49
noyales;49,91;3,54
oeuilly;49,39;3,68
oigny en valois;49,21;3,13
pasly;49,4;3,3
villers les guise;49,93;3,68
voulpaix;49,84;3,83
accons;44,89;4,39
le chambon;44,83;4,3
chateaubourg;44,99;4,84
flaviac;44,75;4,66
gourdon;44,73;4,45
lagorce;44,44;4,43
lavilledieu;44,58;4,45
lussas;44,62;4,47
malarce sur la thines;44,48;4,05
malbosc;44,35;4,07
pourcheres;44,74;4,5
pradons;44,47;4,38
roiffieux;45,22;4,65
st andeol de fourchades;44,84;4,29
st germain;44,55;4,45
st julien en st alban;44,76;4,69
st laurent sous coiron;44,66;4,48
st maurice d ibie;44,48;4,48
salavas;44,39;4,37
les salelles;44,44;4,1
vinezac;44,55;4,33
aleu;42,89;1,27
allieres;43,04;1,36
artigat;43,14;1,45
audressein;42,93;1,02
la bastide de besplas;43,17;1,27
la bastide du salat;43,06;1
bedeille;43,08;1,1
belesta;42,89;1,95
benac;42,96;1,53
biert;42,9;1,31
bonnac;43,17;1,59
les bordes sur arize;43,11;1,37
le bosc;42,93;1,45
cadarcet;43,01;1,5
cante;43,25;1,52
capoulet et junac;42,79;1,58
celles;42,92;1,7
alligny en morvan;47,21;4,17
amazy;47,38;3,56
arbourse;47,25;3,22
arthel;47,24;3,41
asnois;47,4;3,59
beaulieu;47,26;3,54
beaulieu;47,26;3,54
bitry;47,49;3,08
bouhy;47,49;3,18
brassy;47,26;3,93
bulcy;47,24;3,03
bussy la pesle;47,26;3,47
la celle sur loire;47,49;2,93
la celle sur nievre;47,22;3,2
la chapelle st andre;47,4;3,32
chateauneuf val de bargis;47,28;3,22
chatillon en bazois;47,06;3,66
chazeuil;47,28;3,4
chevroches;47,44;3,54
chiddes;46,86;3,93
ciez;47,44;3,16
corvol l orgueilleux;47,43;3,37
couloutre;47,4;3,22
courcelles;47,4;3,39
cuncy les varzy;47,36;3,46
dampierre sous bouhy;47,51;3,13
arzembouy;47,25;3,36
decize;46,81;3,47
avree;46,82;3,88
devay;46,81;3,54
avril sur loire;46,81;3,36
donzy;47,38;3,11
bazoches;47,37;3,79
la fermete;46,96;3,33
bazolles;47,15;3,61
fleury sur loire;46,83;3,32
billy sur oisy;47,48;3,4
frasnay reugny;46,99;3,53
breugnon;47,43;3,46
gien sur cure;47,15;4,09
cervon;47,24;3,75
giry;47,21;3,34
cessy les bois;47,33;3,22
guerigny;47,09;3,21
chalaux;47,33;3,91
isenay;46,92;3,71
challement;47,31;3,59
lanty;46,8;3,83
chasnay;47,24;3,17
lavault de fretoy;47,11;4,02
chateau chinon;47,06;3,93
lurcy le bourg;47,17;3,4
chateau chinon campagne;47,06;3,94
la maison dieu;47,42;3,67
chatin;47,1;3,88
maux;47,04;3,77
chaulgnes;47,13;3,11
menestreau;47,41;3,26
chevannes changy;47,29;3,45
myennes;47,45;2,94
chougny;47,09;3,76
neuffontaines;47,35;3,74
clamecy;47,46;3,51
la nocle maulaix;46,76;3,76
clamecy;47,46;3,51
nuars;47,39;3,71
corvol d embernard;47,29;3,4
ougny;47,08;3,71
cosne cours sur loire;47,4;2,94
vaux d amognes;47,07;3,29
coulanges les nevers;47,01;3,2
planchez;47,14;4,03
entrains sur nohain;47,46;3,27
poil;46,87;4,06
fours;46,81;3,72
pouques lormes;47,32;3,78
garchy;47,28;3,05
remilly;46,83;3,79
garchy;47,28;3,05
st agnan;47,32;4,09
gimouille;46,94;3,1
st aubin des chaumes;47,39;3,76
gouloux;47,23;4,08
st loup des bois;47,45;3,01
grenois;47,32;3,52
st martin du puy;47,33;3,88
limanton;46,98;3,74
st martin sur nohain;47,36;2,99
limon;46,97;3,38
st parize en viry;46,75;3,37
magny cours;46,89;3,15
st parize le chatel;46,85;3,18
magny lormes;47,29;3,75
st pierre le moutier;46,79;3,14
la marche;47,15;3,04
st quentin sur nohain;47,32;3,02
marzy;46,98;3,09
st reverien;47,2;3,51
menou;47,37;3,28
st sulpice;47,06;3,36
millay;46,83;3,99
toury sur jour;46,73;3,26
montambert;46,77;3,68
tronsanges;47,12;3,05
montenoison;47,22;3,42
vandenesse;46,91;3,78
moraches;47,28;3,54
murlin;47,2;3,17
neuville les decize;46,78;3,3
nevers;46,99;3,16
ouagne;47,4;3,5
vaux d amognes;47,07;3,29
parigny la rose;47,33;3,45
pougues les eaux;47,08;3,1
ruages;47,31;3,68
st andre en morvan;47,4;3,86
st eloi;46,99;3,22
st germain chassenay;46,78;3,4
st gratien savigny;46,9;3,66
st leger de fougeret;47,01;3,91
st pere;47,4;2,98
talon;47,33;3,56
tazilly;46,76;3,91
thaix;46,85;3,71
varennes les narcy;47,21;3,07
verneuil;46,86;3,58
vignol;47,36;3,66
villiers sur yonne;47,41;3,55
vitry lache;47,19;3,57
alligny cosne;47,44;3,07
armes;47,46;3,56
beaulieu;47,26;3,54
beaumont la ferriere;47,18;3,24
beuvron;47,35;3,5
brinon sur beuvron;47,28;3,49
cercy la tour;46,85;3,65
challuy;46,94;3,14
chantenay st imbert;46,74;3,17
la charite sur loire;47,18;3,03
charrin;46,8;3,6
cizely;46,98;3,47
la collancelle;47,18;3,65
cosne cours sur loire;47,4;2,94
crux la ville;47,15;3,53
diennes aubigny;46,91;3,58
dornecy;47,44;3,59
dornes;46,72;3,34
druy parigny;46,88;3,37
dun sur grandry;47,09;3,8
fertreve;46,96;3,59
flety;46,8;3,91
flez cuzy;47,36;3,63
fourchambault;47,02;3,09
gacogne;47,23;3,88
agencourt;47,13;4,99
germigny sur loire;47,08;3,05
antheuil;47,18;4,75
glux en glenne;46,96;4,02
arnay le duc;47,13;4,48
guipy;47,23;3,58
arrans;47,69;4,33
langeron;46,82;3,08
asnieres en montagne;47,71;4,29
larochemillay;46,89;3,99
asnieres les dijon;47,39;5,05
livry;46,77;3,07
athie;47,56;4,26
marigny l eglise;47,35;3,94
auxant;47,13;4,62
mars sur allier;46,86;3,09
baigneux les juifs;47,6;4,65
marigny sur yonne;47,29;3,64
balot;47,82;4,44
montigny en morvan;47,14;3,86
barbirey sur ouche;47,25;4,74
montigny sur canne;46,94;3,66
belan sur ource;47,95;4,64
moulins engilbert;46,97;3,81
bessey la cour;47,1;4,61
nannay;47,26;3,16
bourberain;47,51;5,29
neuilly;47,24;3,51
boux sous salmaise;47,47;4,64
nolay;47,12;3,33
bouze les beaune;47,05;4,77
oisy;47,47;3,45
brazey en morvan;47,17;4,28
oulon;47,2;3,4
bretigny;47,39;5,1
poiseux;47,12;3,24
brochon;47,24;4,96
pouilly sur loire;47,28;2,98
broin;47,09;5,1
pousseaux;47,5;3,54
broindon;47,2;5,04
premery;47,17;3,32
cerilly;47,86;4,49
preporche;46,94;3,86
chambeire;47,28;5,27
st benin des bois;47,12;3,41
champignolles;47,05;4,57
st firmin;47,04;3,39
channay;47,89;4,32
st franchy;47,15;3,46
chassey;47,47;4,44
st hilaire fontaine;46,77;3,64
chatellenot;47,24;4,49
st honore les bains;46,9;3,85
la chaume;47,88;4,82
st laurent l abbaye;47,34;2,99
chemin d aisey;47,73;4,55
st malo en donziois;47,31;3,28
cheuge;47,39;5,38
st verain;47,49;3,03
chevannes;47,16;4,83
sardy les epiry;47,2;3,69
chivres;46,97;5,09
sauvigny les bois;46,98;3,27
clamerey;47,39;4,42
saxi bourdon;47,06;3,49
clomot;47,19;4,49
sermoise sur loire;46,95;3,18
corcelles les monts;47,3;4,94
sichamps;47,16;3,28
corgengoux;46,99;5,01
surgy;47,51;3,51
corgoloin;47,08;4,94
tannay;47,36;3,58
cormot vauchignon;46,98;4,65
thianges;46,91;3,49
cormot vauchignon;46,98;4,65
toury lurcy;46,74;3,42
corsaint;47,55;4,2
urzy;47,06;3,2
courcelles les montbard;47,59;4,39
varzy;47,36;3,39
couternon;47,33;5,15
vielmanay;47,28;3,11
culetre;47,15;4,57
curtil vergy;47,17;4,89
cussy la colonne;47,04;4,65
ebaty;46,93;4,78
echannay;47,28;4,68
esbarres;47,09;5,2
etaules;47,41;4,95
fauverney;47,26;5,15
fixin;47,25;4,97
flavignerot;47,28;4,92
fontaines les seches;47,78;4,36
forleans;47,47;4,21
fresnes;47,61;4,44
gerland;47,1;5,02
les goulles;47,88;4,91
gurgy la ville;47,85;4,94
hauteroche;47,49;4,57
is sur tille;47,53;5,1
izier;47,28;5,2
val mont;47,03;4,62
juilly;47,49;4,4
lacanche;47,07;4,56
longchamp;47,26;5,3
losne;47,08;5,28
magny les villers;47,09;4,88
les maillys;47,15;5,33
manlay;47,12;4,33
marandeuil;47,35;5,34
marcilly et dracy;47,41;4,5
marcilly ogny;47,25;4,4
marcilly sur tille;47,51;5,13
marmagne;47,64;4,38
massingy les vitteaux;47,4;4,59
menesble;47,78;4,9
mesmont;47,31;4,74
meuilley;47,14;4,88
meursault;46,97;4,77
minot;47,66;4,87
molesme;47,95;4,38
moloy;47,54;4,92
molphey;47,34;4,21
monthelie;47;4,76
montigny st barthelemy;47,42;4,26
montot;47,15;5,24
la motte ternant;47,32;4,33
nesle et massoult;47,78;4,43
neuilly crimolois;47,27;5,11
noiron sur seine;47,94;4,47
origny;47,71;4,63
premeaux prissey;47,11;4,94
prenois;47,38;4,91
remilly sur tille;47,31;5,23
rouvres sous meilly;47,21;4,59
st jean de boeuf;47,21;4,76
st marc sur seine;47,7;4,6
st martin du mont;47,42;4,81
st romain;47,01;4,7
st symphorien sur saone;47,09;5,32
salives;47,6;4,9
salmaise;47,46;4,67
saussy;47,46;4,98
savigny les beaune;47,08;4,8
sennecey les dijon;47,29;5,1
ladoix serrigny;47,06;4,91
sincey les rouvray;47,43;4,13
soissons sur nacey;47,25;5,46
sombernon;47,31;4,7
sussey;47,21;4,37
tanay;47,41;5,28
thoisy la berchere;47,26;4,33
thomirey;47,09;4,59
thorey en plaine;47,21;5,14
til chatel;47,52;5,18
trocheres;47,35;5,31
turcey;47,41;4,72
val suzon;47,43;4,91
varois et chaignot;47,36;5,13
veilly;47,13;4,6
verrey sous dree;47,37;4,69
vesvres;47,38;4,53
vic des pres;47,11;4,64
vieux chateau;47,47;4,14
vievigne;47,44;5,24
vievy;47,06;4,46
villers patras;47,94;4,55
villers rotin;47,16;5,41
villiers en morvan;47,14;4,26
aibre;47,55;6,7
aissey;47,27;6,33
allenjoie;47,54;6,89
allondans;47,52;6,75
amathay vesigneux;47,02;6,2
amondans;47,07;6,04
anteuil;47,38;6,58
appenans;47,45;6,57
arcey;47,52;6,65
audeux;47,26;5,87
bannans;46,9;6,24
le barboux;47,12;6,73
battenans les mines;47,41;6,27
baume les dames;47,35;6,34
belfays;47,26;6,9
le belieu;47,12;6,63
belmont;47,22;6,36
beure;47,21;6,01
blamont;47,39;6,86
bonnal;47,51;6,36
bouverans;46,84;6,21
breconchaux;47,34;6,27
burgille;47,26;5,78
burgille;47,26;5,78
cernay l eglise;47,25;6,83
champvans les moulins;47,26;5,91
chapelle d huin;46,93;6,17
chateauvieux les fosses;47,06;6,2
les terres de chaux;47,32;6,73
chazot;47,33;6,54
chemaudin et vaux;47,23;5,89
chevigney les vercel;47,16;6,37
chouzelot;47,12;5,91
pays de clerval;47,39;6,51
la cluse et mijoux;46,87;6,39
consolation maisonnettes;47,15;6,6
cussey sur lison;47,06;5,96
cussey sur lison;47,06;5,96
cussey sur l ognon;47,33;5,94
dammartin les templiers;47,29;6,28
damprichard;47,24;6,87
desandans;47,54;6,67
ampilly les bordes;47,64;4,63
domprel;47,2;6,48
arcenant;47,14;4,84
doubs;46,93;6,36
arcey;47,27;4,82
echay;47,05;5,95
aubigny la ronce;46,99;4,6
epenoy;47,13;6,38
aubigny les sombernon;47,3;4,64
epeugney;47,13;6,02
avelanges;47,59;5,03
etalans;47,17;6,25
bard les epoisses;47,53;4,22
eternoz;47,02;6
barges;47,21;5,06
etouvans;47,46;6,72
bellefond;47,38;5,06
etrappe;47,47;6,58
bellenod sur seine;47,7;4,65
faimbe;47,48;6,62
beneuvre;47,69;4,94
fesches le chatel;47,52;6,9
bezouotte;47,38;5,34
fessevillers;47,28;6,92
binges;47,33;5,27
fontain;47,19;6,03
blaisy haut;47,36;4,77
fontenelle montby;47,45;6,41
bligny le sec;47,45;4,74
fontenotte;47,38;6,31
boudreville;47,93;4,83
les fourgs;46,84;6,42
bouhey;47,2;4,68
franey;47,26;5,81
bousselange;46,99;5,25
gevresin;46,96;6,05
boussenois;47,63;5,21
glamondans;47,27;6,29
bressey sur tille;47,31;5,18
gonsans;47,23;6,3
brion sur ource belan;47,91;4,67
goumois;47,27;6,94
bussy le grand;47,58;4,52
goux les dambelin;47,4;6,68
censerey;47,2;4,34
grand combe des bois;47,14;6,78
champeau en morvan;47,27;4,16
fournets luisans;47,1;6,56
charencey;47,42;4,67
grandfontaine sur creuse;47,18;6,46
chaume et courchamp;47,58;5,36
grosbois;47,35;6,31
chaume les baigneux;47,63;4,57
herimoncourt;47,44;6,88
chaux;47,13;4,91
jallerange;47,26;5,72
chevigny st sauveur;47,3;5,14
jougne;46,76;6,4
cirey les pontailler;47,3;5,31
labergement ste marie;46,78;6,28
clenay;47,41;5,11
laissey;47,3;6,23
collonges les bevy;47,17;4,84
laval le prieure;47,18;6,62
collonges et premieres;47,23;5,29
lavans quingey;47,09;5,9
corpeau;46,93;4,76
laviron;47,26;6,56
couchey;47,26;4,96
levier;46,96;6,11
courcelles fremoy;47,45;4,19
liebvillers;47,33;6,78
cuiserey;47,37;5,32
liesle;47,07;5,81
curtil st seine;47,46;4,93
lods;47,05;6,26
cussey les forges;47,64;5,08
lombard;47,08;5,85
dampierre en montagne;47,44;4,56
longechaux;47,17;6,44
darois;47,39;4,93
longemaison;47,08;6,46
diancey;47,17;4,37
longevelle les russey;47,22;6,66
dompierre en morvan;47,4;4,23
la longeville;47,02;6,47
echalot;47,61;4,83
mancenans;47,46;6,54
echenon;47,12;5,29
marchaux chaudefontaine;47,33;6,14
ecutigny;47,08;4,62
mercey le grand;47,21;5,75
epagny;47,45;5,05
merey vieilley;47,33;6,06
epernay sous gevrey;47,17;5,04
montancy;47,36;7,03
l etang vergy;47,18;4,88
montenois;47,49;6,66
fenay;47,24;5,05
montferrand le chateau;47,19;5,92
flagey les auxonne;47,13;5,39
montflovin;46,99;6,44
frolois;47,53;4,65
montgesoye;47,09;6,19
genlis;47,24;5,22
montlebon;47,02;6,62
gevrolles;47,99;4,75
montrond le chateau;47,15;6,04
grenant les sombernon;47,27;4,71
montussaint;47,44;6,29
jailly les moulins;47,46;4,59
morre;47,22;6,07
jeux les bard;47,53;4,26
morteau;47,06;6,58
val mont;47,03;4,62
mouthe;46,68;6,21
labruyere;47,04;5,14
nans sous ste anne;46,98;5,99
lamarche sur saone;47,27;5,37
les premiers sapins;47,08;6,34
lanthes;47;5,2
orgeans blanchefontaine;47,27;6,75
lery;47,56;4,85
ornans;47,1;6,15
leuglay;47,81;4,82
passonfontaine;47,09;6,42
longeault pluvault;47,21;5,25
peseux;47,32;6,69
longecourt en plaine;47,2;5,15
pierrefontaine les blamont;47,37;6,83
longvic;47,29;5,05
plaimbois du miroir;47,19;6,65
lucenay le duc;47,62;4,5
pompierre sur doubs;47,42;6,53
magnien;47,11;4,43
pouilley les vignes;47,26;5,94
magny la ville;47,48;4,43
provenchere;47,29;6,64
magny montarlot;47,25;5,35
rahon;47,33;6,58
marcenay;47,86;4,4
reculfoz;46,71;6,15
marcheseuil;47,14;4,37
remoray boujeons;46,76;6,22
marcigny sous thil;47,39;4,38
roche les clerval;47,36;6,47
martrois;47,31;4,55
rouhe;47,08;5,97
massingy les semur;47,52;4,41
roulans;47,32;6,24
maxilly sur saone;47,33;5,42
rurey;47,1;6
meilly sur rouvres;47,21;4,55
st antoine;46,78;6,33
le meix;47,59;4,94
st hilaire;47,33;6,25
menetreux le pitois;47,56;4,46
st julien les montbeliard;47,52;6,71
messigny et vantoux;47,42;5
st maurice colombier;47,43;6,65
mirebeau sur beze;47,4;5,32
ste suzanne;47,51;6,77
missery;47,31;4,37
st vit;47,19;5,82
montbard;47,66;4,35
sancey;47,29;6,57
montberthault;47,46;4,16
saules;47,12;6,2
montigny montfort;47,58;4,34
semondans;47,54;6,69
montigny sur armancon;47,44;4,37
surmont;47,27;6,61
montigny sur aube;47,95;4,76
taillecourt;47,49;6,85
morey st denis;47,2;4,96
tallans;47,41;6,29
mosson;47,92;4,63
thise;47,29;6,08
nan sous thil;47,38;4,36
thoraise;47,17;5,91
nicey;47,87;4,29
thulay;47,43;6,86
nolay;46,96;4,62
verrieres de joux;46,89;6,45
oigny;47,58;4,72
la veze;47,2;6,07
orain;47,61;5,43
vieilley;47,34;6,09
painblanc;47,15;4,62
poncey les athee;47,24;5,39
pouilly sur saone;47,01;5,12
pouilly sur vingeanne;47,54;5,45
premeaux prissey;47,11;4,94
prusly sur ource;47,88;4,64
quetigny;47,32;5,12
recey sur ource;47,78;4,86
reneve;47,41;5,41
roilly;47,42;4,34
rouvray;47,42;4,11
st andeux;47,4;4,09
st bernard;47,16;5,02
st broing les moines;47,7;4,84
ste colombe en auxois;47,43;4,46
ste colombe sur seine;47,86;4,53
st helier;47,39;4,7
st jean de losne;47,1;5,27
st julien;47,4;5,14
ste marie sur ouche;47,29;4,8
st mesmin;47,35;4,66
st sauveur;47,36;5,41
st seine l abbaye;47,44;4,78
st usage;47,11;5,25
santenay;46,92;4,69
santosse;47,01;4,63
saussey;47,06;4,61
savigny sous malain;47,33;4,75
savouges;47,18;5,06
segrois;47,16;4,89
seigny;47,58;4,44
semarey;47,27;4,63
semezanges;47,22;4,85
semond;47,71;4,57
senailly;47,58;4,27
talmay;47,37;5,46
tarsul;47,52;4,98
tart le bas;47,21;5,22
tart;47,19;5,21
thoisy le desert;47,25;4,52
tichey;47,01;5,29
toutry;47,5;4,13
trouhans;47,15;5,27
venarey les laumes;47,54;4,44
verdonnet;47,74;4,34
veronnes;47,54;5,24
veuxhaulles sur aube;47,94;4,81
vieilmoulin;47,31;4,67
vignoles;47,03;4,89
villargoix;47,29;4,29
villeberny;47,44;4,6
villy en auxois;47,41;4,63
villy le moutier;47,04;4,99
vix;47,91;4,54
volnay;47;4,78
voudenay;47,09;4,38
adam les passavant;47,3;6,37
adam les vercel;47,16;6,39
arcon;46,97;6,38
arc sous cicon;47,05;6,4
aubonne;47,04;6,34
les auxons;47,3;5,95
bavans;47,48;6,73
belleherbe;47,26;6,65
bethoncourt;47,54;6,8
bief;47,32;6,77
bolandoz;47,01;6,11
bonnetage;47,18;6,74
bouclans;47,24;6,24
bourguignon;47,41;6,77
branne;47,38;6,48
bretigney;47,49;6,64
brognard;47,53;6,87
busy;47,17;5,95
by;47,01;5,9
byans sur doubs;47,11;5,85
chamesey;47,24;6,63
chantrans;47,05;6,16
charnay;47,13;5,95
chatillon guyotte;47,33;6,17
chay;47,03;5,86
chemaudin et vaux;47,23;5,89
chevigney sur l ognon;47,29;5,85
cleron;47,08;6,07
pays de clerval;47,39;6,51
les combes;47,05;6,54
corcondray;47,23;5,83
courcelles;47,1;5,96
courtetain et salans;47,26;6,43
crouzet migette;46,96;6,01
cubrial;47,5;6,4
cubry;47,5;6,42
dambelin;47,37;6,67
braine;49,35;3,54
dasle;47,48;6,9
brancourt le grand;49,98;3,39
deservillers;47;6,07
brissay choigny;49,72;3,4
durnes;47,11;6,22
bruys;49,26;3,57
ecole valentin;47,27;5,99
bucilly;49,87;4,09
ecole valentin;47,27;5,99
bucy les cerny;49,58;3,5
les ecorces;47,2;6,8
bucy les pierrepont;49,65;3,9
ecurcey;47,4;6,8
bussiares;49,08;3,25
emagny;47,3;5,87
le catelet;50;3,24
eternoz;47,02;6
caumont;49,64;3,17
fallerans;47,14;6,29
cerizy;49,77;3,32
ferrieres le lac;47,27;6,89
cerny les bucy;49,58;3,55
fertans;47,06;6,07
cerseuil;49,32;3,52
feule;47,35;6,74
chalandry;49,67;3,64
les fins;47,08;6,63
champs;49,54;3,26
fourcatier et maison neuve;46,76;6,31
charly sur marne;48,99;3,29
froidevaux;47,3;6,69
charteves;49,09;3,51
fuans;47,13;6,59
chaudardes;49,4;3,79
gellin;46,72;6,23
chavignon;49,48;3,52
geneuille;47,32;5,97
chevresis monceau;49,76;3,58
germefontaine;47,22;6,48
chierry;49,03;3,43
gilley;47,05;6,49
chivres val;49,4;3,44
glere;47,35;6,98
cierges;49,16;3,6
glere;47,35;6,98
clacy et thierret;49,55;3,57
goux sous landet;47,08;5,93
hauterive la fresse;46,97;6,46
l hopital du grosbois;47,18;6,21
l hopital st lieffroy;47,4;6,46
hyemondans;47,38;6,64
labergement ste marie;46,78;6,28
villers le lac;47,07;6,69
laire;47,55;6,73
lantenne vertiere;47,23;5,77
lavernay;47,24;5,82
levier;46,96;6,11
lizine;47,06;5,99
longeville;47,03;6,23
longevilles mont d or;46,75;6,33
luxiol;47,38;6,35
maiche;47,24;6,8
malbrans;47,12;6,09
mamirolle;47,2;6,16
marvelise;47,52;6,59
mathay;47,44;6,77
mercey le grand;47,21;5,75
moncley;47,3;5,9
mont de laval;47,16;6,64
mont de vougney;47,24;6,74
montfaucon;47,24;6,09
mouthier haute pierre;47,03;6,28
osse;47,27;6,21
ouhans;47;6,3
ouvans;47,28;6,49
passavant;47,28;6,39
pierrefontaine les varans;47,22;6,55
placey;47,26;5,85
le val;47,06;5,91
pontarlier;46,91;6,39
abelcourt;47,79;6,28
les pontets;46,72;6,16
amage;47,85;6,5
pouligney lusans;47,34;6,2
amblans et velotte;47,68;6,42
rang;47,42;6,56
autrey les cerre;47,61;6,35
remondans vaivre;47,38;6,71
auvet et la chapelotte;47,51;5,53
rillans;47,41;6,37
auxon;47,69;6,16
