libelle;longitude;latitude;code_commune_station;libelle_commune
Le Meuzin [Source de Breuil à Messanges] à Messanges;4.875605177;47.16726756;21407;MESSANGES
La Lauve à Ladoix-Serrigny [source de Ladoix];4.875648128;47.072600376;21606;LADOIX-SERRIGNY
Le Rhoin à Bouilland [Combe Portaud];4.775541095;47.116435109;21092;BOUILLAND
Le Meuzin à Corgengoux;4.988436831;46.987154947;21193;CORGENGOUX
La Saône à Verdun-sur-le-Doubs;5.03308387;46.898401944;71566;VERDUN-SUR-LE-DOUBS
La Saône à Verdun-sur-le-Doubs;5.023020526;46.902793627;71566;VERDUN-SUR-LE-DOUBS
La Saône à Chalon-sur-Saône [port fluvial];4.875048166;46.788007803;71076;CHALON-SUR-SAONE
La Talie à la Loyère;4.828163944;46.837403779;71265;LOYERE
La Grosne Occidentale à Trades [Les Chambosses];4.55834951;46.275810547;69251;TRADES
La Grosne à Jalogny [Cluny];4.648603195;46.404154481;71240;JALOGNY
La Guye à Sigy-le-Châtel [Corcelles];4.563819268;46.557779145;71521;SIGY-LE-CHATEL
La Grosne à Sercy;4.695128707;46.600680692;71515;SERCY
La Saône à Tournus;4.917976082;46.555481248;71543;TOURNUS
La Seille à Voiteur [amont];5.612181352;46.75862492;39582;VOITEUR
La Seille à Arlay;5.51991532;46.760154704;39017;ARLAY
La Seille à Voiteur [aval];5.616578067;46.755200534;39582;VOITEUR
La Seille à Voiteur [aval];5.616578067;46.755200534;39582;VOITEUR
La Brenne à Sellières [les forges Baudin];5.572247874;46.824884398;39508;SELLIERES
La Brenne à Sens-sur-Seille [L'Estalet];5.29246665;46.749083329;71514;SENS-SUR-SEILLE
La Seille à Saint-Usuge;5.258379179;46.674102213;71484;SAINT-USUGE
Le Solnan à Verjon [Village];5.349974049;46.344858355;1432;VERJON
Le Solnan à Verjon [Village];5.358238945;46.342552597;1432;VERJON
Le Solnan à Domsure;5.276820044;46.437399835;1147;DOMSURE
Le Besançon à Montagna-le-Reconduit;5.387016233;46.456445808;39346;MONTAGNA-LE-RECONDUIT
Le Sevron à Bény;5.280759767;46.315599405;1038;BENY
Le Sevron à Varennes-Saint-Sauveur;5.243610436;46.500880247;71558;VARENNES-SAINT-SAUVEUR
La Gizia à Frontenaud;5.28178521;46.554597327;71209;FRONTENAUD
Le Sevron à Saint-Étienne-du-Bois [Pont du Chatelet];5.288179754;46.290650139;1350;SAINT-ETIENNE-DU-BOIS
La Vallière à Lons-le-Saunier;5.563931546;46.672164089;39300;LONS-LE-SAUNIER
La Vallière à Montmorot;5.510813936;46.677087044;39362;MONTMOROT
La Vallière à Savigny-en-Revermont;5.423408781;46.628069385;71506;SAVIGNY-EN-REVERMONT
La Vallière à Sagy;5.307843403;46.596980909;71379;SAGY
La Seille à Louhans;5.219372012;46.629662597;71263;LOUHANS
Le ru de Bissy à Bissy-la-Mâconnaise;4.790924989;46.478487394;71035;BISSY-LA-MACONNAISE
La Reyssouze [Source] à Journans;5.330753535;46.143007226;1197;JOURNANS
La Reyssouze à Montagnat;5.289964753;46.171511591;1254;MONTAGNAT
La Reyssouze à Bourg-en-Bresse [Majornas];5.222298789;46.227058678;1053;BOURG-EN-BRESSE
La Reyssouze à Saint-Julien-sur-Reyssouze;5.108671397;46.400607013;1367;SAINT-JULIEN-SUR-REYSSOUZE
La Veyle à Lent;5.198749522;46.119578372;1211;LENT
Le Vieux Jonc à Buellas [Corgenon];5.141201476;46.192824866;1065;BUELLAS
La Veyle à Vonnas [Vonnas];4.980969303;46.225428252;1457;VONNAS
La Veyle à Biziat [gourt des parties];4.950840959;46.237236258;1046;BIZIAT
La Veyle à Biziat [gourt des parties];4.951800512;46.23611255;1046;BIZIAT
Le Renon à Neuville-les-Dames;4.996907877;46.157087217;1272;NEUVILLE-LES-DAMES
La Saône à Mâcon [amont];4.830241937;46.296770588;71270;MACON
La Saône à Sancé [Macon, ultra-sons];4.850896579;46.341254427;71497;SANCE
La Saône à Sancé [Macon, ultra-sons];4.850896579;46.341254427;71497;SANCE
La Saône à Dracé [échelle aval de Macon];4.798380152;46.157340833;69077;DRACE
Le Denante à Davayé;4.765032394;46.301634506;71169;DAVAYE
La Chalaronne à Villars-les-Dombes;5.028446513;45.998314215;1443;VILLARS-LES-DOMBES
La Chalaronne à Châtillon-sur-Chalaronne;4.957533859;46.117265136;1093;CHATILLON-SUR-CHALARONNE
L'Ardière à Beaujeu;4.586590203;46.154461353;69018;BEAUJEU
La Morcille à Villié-Morgon [Pont des Versauds];4.662131602;46.156056274;69267;VILLIE-MORGON
La Vauxonne à Saint-Georges-de-Reneins [Pont de Bouchanin];4.738394594;46.071428393;69206;SAINT-GEORGES-DE-RENEINS
La Vauxonne à Saint-Étienne-des-Oullières [Buyon];4.673608135;46.05938775;69197;SAINT-ETIENNE-DES-OULLIERES
Le Morgon à Villefranche-sur-Saône;4.73561094;45.986984504;69264;VILLEFRANCHE-SUR-SAONE
L'Azergues à Chamelet;4.498868472;45.996624404;69039;CHAMELET
L'Azergues à Châtillon;4.643269751;45.874208759;69050;CHATILLON
Le Soanan à Saint-Vérand [La Tracole];4.509704859;45.909278869;69239;SAINT-VERAND
La Brévenne à Sain-Bel;4.600100499;45.810690963;69171;SAIN-BEL
La Turdine à l'Arbresle [Gobelette];4.602167235;45.83752883;69010;ARBRESLE
L'Azergues à Lozanne;4.687732675;45.858710077;69121;LOZANNE
[Le ruisseau de Fontjard] à Morancé [Saint-Pierre];4.686314266;45.891588703;69140;MORANCE
L'Azergues à Morancé;4.729879156;45.887669973;69140;MORANCE
La Saône à Trévoux;4.773170497;45.939988602;1427;TREVOUX
La Saône à Couzon-au-Mont-d'Or;4.8349165;45.848786527;69068;COUZON-AU-MONT-D'OR
La Saône à Couzon-au-Mont-d'Or;4.835490522;45.847056799;69068;COUZON-AU-MONT-D'OR
La Saône à Couzon-au-Mont-d'Or;4.834336332;45.844517459;69068;COUZON-AU-MONT-D'OR
La Saône à Couzon-au-Mont-d'Or;4.834336332;45.844517459;69068;COUZON-AU-MONT-D'OR
La Saône à Lyon [Pont La Feuillée];4.830534574;45.766053282;69123;LYON
L'Arve à Chamonix-Mont-Blanc [Pont des Favrands];6.859323241;45.915860508;74056;CHAMONIX-MONT-BLANC
L'Arve à Chamonix-Mont-Blanc [Pont de l'Aiguille];6.868145305;45.919904553;74056;CHAMONIX-MONT-BLANC
L'Arve à Chamonix-Mont-Blanc [Pont de l'Aiguille];6.868145305;45.919904553;74056;CHAMONIX-MONT-BLANC
L'Arve à Chamonix-Mont-Blanc [Pont de l'Aiguille];6.868145305;45.919904553;74056;CHAMONIX-MONT-BLANC
La Diosaz aux Houches;6.769210673;45.930846156;74143;HOUCHES
Le Bon Nant à Saint-Gervais-les-Bains;6.702736638;45.906871143;74236;SAINT-GERVAIS-LES-BAINS
Le Bon Nant à Saint-Gervais-les-Bains;6.702727622;45.906860342;74236;SAINT-GERVAIS-LES-BAINS
L'Arve à Sallanches;6.641934883;45.940461634;74256;SALLANCHES
L'Arve à Passy;6.673404974;45.920242599;74208;PASSY
[Le Nant d'Orlier] à Magland [chez Party];6.617518191;46.03076706;74159;MAGLAND
[Le Nant du Crêt] à Magland [chez Gaudy];6.617410104;46.028534947;74159;MAGLAND
Le Giffre à Samoëns;6.718719133;46.076179604;74258;SAMOENS
Le Giffre à Samoëns;6.718719133;46.076179604;74258;SAMOENS
Le Giffre à Mieussy;6.552017739;46.11422724;74183;MIEUSSY
Le Giffre à Mieussy;6.551947242;46.114139306;74183;MIEUSSY
Le Giffre à Mieussy [Taninges-Pressy-QNR];6.552017739;46.11422724;74183;MIEUSSY
Le Giffre à Marignier [Plan séraphin];6.497386575;46.118276897;74164;MARIGNIER
Le Giffre à Marignier [Plan séraphin];6.492433145;46.122559536;74164;MARIGNIER
Le Risse à Saint-Jeoire [Pont du Risse];6.475756168;46.136555707;74241;SAINT-JEOIRE
Le Risse à Saint-Jeoire [Pont du Risse];6.475824015;46.136461936;74241;SAINT-JEOIRE
Le Bronze à Bonneville;6.456175611;46.064872523;74042;BONNEVILLE
Le Bronze à Bonneville;6.455069475;46.068079004;74042;BONNEVILLE
Le Borne à Saint-Jean-de-Sixt;6.418470415;45.936304423;74239;SAINT-JEAN-DE-SIXT
L'Arve à Bonneville;6.405936393;46.076794353;74042;BONNEVILLE
L'Arve à Reignier-Ésery [Arthaz];6.271047706;46.150604321;74220;REIGNIER-ESERY
La Menoge à Vétraz-Monthoux;6.272951834;46.169692218;74298;VETRAZ-MONTHOUX
La Menoge à Bonne [Pont D 198];6.320774188;46.165726497;74040;BONNE
L'Aire à Saint-Julien-en-Genevois [Thairy];6.066317751;46.140267216;74243;SAINT-JULIEN-EN-GENEVOIS
La Dranse à Vacheresse;6.674328701;46.315260447;74286;VACHERESSE
La Dranse à Vacheresse;6.666920757;46.326623059;74286;VACHERESSE
L'Ugine à Saint-Paul-en-Chablais;6.641790924;46.353525693;74249;SAINT-PAUL-EN-CHABLAIS
La Dranse de Morzine à la Baume [Pont de Couvaloup];6.620492166;46.265107873;74030;BAUME
La Dranse à Reyvroz [Bioge];6.585798102;46.326297496;74222;REYVROZ
Le Redon à Margencel;6.415931155;46.339302142;74163;MARGENCEL
Le Foron à Sciez;6.381285809;46.330403257;74263;SCIEZ
L'Allondon à Saint-Genis-Pouilly;6.014197508;46.239256376;1354;SAINT-GENIS-POUILLY
L'Allondon à Échenevex [Naz-Dessous];6.028608342;46.298583152;1153;ECHENEVEX
Le Lion à Prévessin-Moëns [Vesegnin];6.058178262;46.262395533;1313;PREVESSIN-MOENS
Le Rhône à Pougny;5.963664346;46.143957314;1308;POUGNY
Le Rhône à Pougny;5.964334247;46.137640984;1308;POUGNY
La Valserine à Lélex [Niaizet];5.921921494;46.282474777;1210;LELEX
La Valserine à Chézery-Forens [Les Hirondelles];5.891832778;46.244568634;1104;CHEZERY-FORENS
La Valserine à Chézery-Forens [Chézery];5.86571257;46.221759013;1104;CHEZERY-FORENS
La Semine à Châtillon-en-Michaille [Coz];5.800454684;46.149838689;1091;CHATILLON-EN-MICHAILLE
La Semine à Saint-Germain-de-Joux [Les Marionnettes];5.738727802;46.182483546;1357;SAINT-GERMAIN-DE-JOUX
La Valserine à Lancrans [Moulin de Métral];5.824552233;46.120561029;1205;LANCRANS
La Valserine à Lancrans [Le Viret];5.82151635;46.125024715;1205;LANCRANS
Le Rhône à Surjoux;5.810166537;46.020999732;1413;SURJOUX
Les Usses à Musièges [Pont des Douattes];5.964823139;46.006595595;74195;MUSIEGES
Les Usses à Musièges [Pont des Douattes];5.958177538;46.005417672;74195;MUSIEGES
Les Usses à Frangy;5.933723519;46.017038302;74131;FRANGY
Les Usses à Usinens [CNR];5.869246027;46.017238919;74285;USINENS
Le Rhône à Corbonod [Seyssel-CNR];5.832380668;45.967931835;1118;CORBONOD
Le Rhône à Corbonod [Seyssel-CNR];5.832380668;45.967931835;1118;CORBONOD
Le Fier à Dingy-Saint-Clair;6.206701506;45.905041931;74102;DINGY-SAINT-CLAIR
La Fillière à Argonay;6.166284129;45.955838256;74019;ARGONAY
La Fillière à Thorens-Glières;6.269763021;45.984836012;74282;FILLIERE
L'Ire à Doussard;6.224642713;45.783017003;74104;DOUSSARD
Le ruisseau de Bornette à Doussard;6.204494971;45.77388493;74104;DOUSSARD
Le ruisseau de Bornette à Lathuile;6.209140233;45.785784311;74147;LATHUILE
L'Eau Morte à Doussard;6.231537396;45.787695415;74104;DOUSSARD
Le Laudon à Saint-Jorioz;6.16489329;45.835015066;74242;SAINT-JORIOZ
Le ruisseau de Tami à Plancherine [Source du Bonté];6.300997993;45.675196897;73202;PLANCHERINE
Le Chéran à Allèves [La Charniaz];6.103395254;45.720649533;74004;ALLEVES
[Le Nant de la Combe] à Allèves;6.098708731;45.735278515;74004;ALLEVES
Le ruisseau des Eparis à Alby-sur-Chéran;6.030500321;45.823932233;74002;ALBY-SUR-CHERAN
La Néphaz à Rumilly;5.943905972;45.863692106;74225;RUMILLY
Le ruisseau de Cherel à Jarsy [Source de la Touvière];6.198986475;45.67056256;73139;JARSY
Le Rhône à Ruffieux [Pont de la Loi];5.803715344;45.848615249;73218;RUFFIEUX
Le Fier à Motz;5.84107625;45.932869298;73180;MOTZ
Le Fier à Vallières;5.920634224;45.902097655;74289;VALLIERES
Le Rhône à Anglefort [Entrant Chautagne];5.82548015;45.934449353;1010;ANGLEFORT
Le ruisseau de Belle Eau à Voglans;5.892354317;45.633073665;73329;VOGLANS
Le Tillet à Aix-les-Bains;5.906006742;45.668053653;73008;AIX-LES-BAINS
[Le captage de Saint Victor] à Mouxy [1];5.962934178;45.673165862;73182;MOUXY
[Le captage de Saint Victor] à Mouxy [2];5.960197773;45.67535547;73182;MOUXY
[Le captage Fresenex] à Drumettaz-Clarafond;5.947524295;45.669821742;73103;DRUMETTAZ-CLARAFOND
[Le captage de la Croze] à Méry;5.936449826;45.633823665;73155;MERY
La Leysse à la Motte-Servolex [Pont du Tremblay];5.873078319;45.628179142;73179;MOTTE-SERVOLEX
La Leysse à la Ravoire et à Saint-Alban-Leysse;5.976427082;45.581102985;73222;SAINT-ALBAN-LEYSSE
La Leysse à la Ravoire et à Saint-Alban-Leysse;5.963350814;45.573256125;73213;RAVOIRE
La Leysse à la Ravoire et à Saint-Alban-Leysse;5.963994544;45.573425478;73213;RAVOIRE
L'Hyère à Chambéry [Charrière-Neuve];5.908095695;45.578431324;73065;CHAMBERY
L'Hyère à Chambéry [Charrière-Neuve];5.905249159;45.573679186;73065;CHAMBERY
L'Albanne à Chambéry [Pont Chevalier];5.934427506;45.566095727;73065;CHAMBERY
L'Albanne à Chambéry [Pont Chevalier];5.937386626;45.565045226;73065;CHAMBERY
[La source de Lovettaz] à Saint-Jean-d'Arvey;5.984453263;45.603373101;73243;SAINT-JEAN-D'ARVEY
Le Varon au Bourget-du-Lac;5.859046953;45.641476003;73051;BOURGET-DU-LAC
Le ruisseau Nant Bruyant à la Motte-Servolex;5.86980537;45.587326932;73179;MOTTE-SERVOLEX
Le ruisseau Forezan à Cognin;5.889732357;45.557729636;73087;COGNIN
Le ruisseau des Combes au Bourget-du-Lac;5.859767421;45.63925908;73051;BOURGET-DU-LAC
Le Varon au Bourget-du-Lac [Captage de la Roche];5.839235505;45.624379889;73051;BOURGET-DU-LAC
L'Hyère à Chambéry [Pont d'Hyère];5.905249159;45.573679186;73065;CHAMBERY
Le Sierroz à Aix-les-Bains;5.905108099;45.70650851;73008;AIX-LES-BAINS
Le Sierroz à Aix-les-Bains;5.903425817;45.705821994;73008;AIX-LES-BAINS
La Meunaz à Montcel;5.961918039;45.732702511;73164;MONTCEL
La Monderesse à Saint-Ours;5.973138196;45.741544494;73265;SAINT-OURS
Le Sierroz à Grésy-sur-Aix;5.927562204;45.723967339;73128;GRESY-SUR-AIX
La Deisse à Grésy-sur-Aix;5.921181475;45.727872506;73128;GRESY-SUR-AIX
[Captage Bermond] à Trévignin;5.97487329;45.708030893;73301;TREVIGNIN
[Captage Le Coutens] à Montcel;6.004516898;45.713173654;73164;MONTCEL
Le Sierroz [Captage La Gouille aux Moines] à Saint-Offenge-Dessus;6.013899878;45.708083898;73264;SAINT-OFFENGE-DESSUS
La Monderesse à Saint-Ours [Captage de la Monderesse];5.996818262;45.74818057;73265;SAINT-OURS
La Meunaz à Montcel [Captage de la Meunaz];5.984154175;45.698395661;73164;MONTCEL
[Le captage de la Peysse] à Saint-Offenge-Dessous;6.014683831;45.743459833;73263;SAINT-OFFENGE
[Le captage des Fontanettes] à Grésy-sur-Aix [1];5.975804493;45.699283406;73128;GRESY-SUR-AIX
[Le captage des Fontanettes] à Grésy-sur-Aix [2];5.981150508;45.703746797;73128;GRESY-SUR-AIX
[Le captage des Fontanettes] à Grésy-sur-Aix [2];5.981150508;45.703746797;73128;GRESY-SUR-AIX
[Le captage de Viplane] à Montcel;5.991677068;45.748317123;73164;MONTCEL
[Les captages de Pré Bérard] à Pugny-Chatenod;5.962862579;45.689351829;73208;PUGNY-CHATENOD
[Le captage des Biolettes] à Pugny-Chatenod;5.955254092;45.694706131;73208;PUGNY-CHATENOD
[Le captage Bollon-Berthet] à Pugny-Chatenod;5.959485481;45.685349557;73208;PUGNY-CHATENOD
[Le captage des deux Reines] à Pugny-Chatenod;5.953070879;45.683679687;73208;PUGNY-CHATENOD
[Le lac du Bourget] à Aix-les-Bains;5.88575359;45.705059619;73008;AIX-LES-BAINS
Grand canal de Chautagne à Chindrieux [Source du Rigolet];5.85639783;45.806746524;73085;CHINDRIEUX
[Le captage des Grandes Eaux] à Bourdeau;5.851384543;45.679515369;73050;BOURDEAU
[Le captage de la Carrière] à Bourdeau;5.850102897;45.676844605;73050;BOURDEAU
[Le captage de Gerle] à Bourdeau;5.849776908;45.67600585;73050;BOURDEAU
Le Séran à Belmont-Luthézieu [Bavosière];5.6725646;45.881627001;1036;BELMONT-LUTHEZIEU
Le Groin à Artemare [Cerveyrieu];5.685831498;45.874843213;1022;ARTEMARE
La dérivation de Belley à Brens;5.699357223;45.71059006;1061;BRENS
La dérivation de Belley à Brens;5.699444509;45.710533908;1061;BRENS
La dérivation de Belley à Brens;5.708785093;45.716643866;1061;BRENS
Le Flon à Traize [Cottin];5.764591842;45.671543087;73299;TRAIZE
La Méline à Saint-Paul [Source de Fromentière];5.80612573;45.693492372;73269;SAINT-PAUL
Le Furans à Pugieu [Pont du Martinet];5.640059733;45.821384591;1316;PUGIEU
Le Furans à Pugieu [Pont du Martinet];5.642406646;45.820879185;1316;PUGIEU
Le Furans à Arbignieu [Pont de Peyzieu];5.665901001;45.716621461;1015;ARBOYS EN BUGEY
Le Guiers à Saint-Laurent-du-Pont;5.736524438;45.385968782;38412;SAINT-LAURENT-DU-PONT
Le Guiers à Saint-Laurent-du-Pont;5.736224373;45.388706121;38412;SAINT-LAURENT-DU-PONT
[La résurgence de Fontaine-Noire] à Saint-Pierre-de-Chartreuse;5.858470476;45.329761837;38442;SAINT-PIERRE-DE-CHARTREUSE
Le canal de l'Herrétang à Saint-Joseph-de-Rivière;5.691632027;45.381200178;38405;SAINT-JOSEPH-DE-RIVIERE
Le Guiers Vif à Saint-Pierre-d'Entremont [Cirque de St-Même];5.891045007;45.399882816;38446;SAINT-PIERRE-D'ENTREMONT
Le Guiers Vif à Saint-Christophe-sur-Guiers [Pont Saint-Martin];5.782609679;45.442264099;38376;SAINT-CHRISTOPHE-SUR-GUIERS
Le ruisseau de la Glière à Entremont-le-Vieux [Source de la Plagne];5.903976183;45.442988779;73107;ENTREMONT-LE-VIEUX
L'Ainan à Saint-Geoire-en-Valdaine [Pont de la Martinette];5.639646723;45.453613194;38386;SAINT-GEOIRE-EN-VALDAINE
L'Ainan à Saint-Geoire-en-Valdaine [Pont de la Martinette];5.641459969;45.456210331;38386;SAINT-GEOIRE-EN-VALDAINE
Le Guiers à Romagnieu et à Belmont-Tramonet;5.661311596;45.56568759;38343;ROMAGNIEU
Le Guiers à Romagnieu et à Belmont-Tramonet;5.652006448;45.572277519;73039;BELMONT-TRAMONET
Le ruisseau de la Leysse à Nances [Novalaise];5.796255054;45.577593133;73184;NANCES
Le Rhône à Lagnieu;5.340434628;45.881379741;1202;LAGNIEU
Le Rhône à Lagnieu;5.340233187;45.880888424;1202;LAGNIEU
Le Rhône à Lagnieu;5.402072125;45.859599905;1202;LAGNIEU
La Bourbre à Cessieu;5.375418548;45.566472443;38064;CESSIEU
L'Hien à Saint-Victor-de-Cessieu;5.374706213;45.554631903;38464;SAINT-VICTOR-DE-CESSIEU
L'Hien à Saint-Victor-de-Cessieu;5.397493652;45.543967957;38464;SAINT-VICTOR-DE-CESSIEU
La Bourbre à Bourgoin-Jallieu;5.293805501;45.588716286;38053;BOURGOIN-JALLIEU
L'Agny à Nivolas-Vermelle;5.303361867;45.559017809;38276;NIVOLAS-VERMELLE
Le canal de déssèchement de Catelan à l'Isle-d'Abeau;5.238974161;45.631431368;38193;ISLE-D'ABEAU
La Bourbre à Tignieu-Jameyzieu;5.159141306;45.71526346;38507;TIGNIEU-JAMEYZIEU
L'Ain [source] à Conte;6.022732291;46.75032749;39165;CONTE
L'Ain à Bourg-de-Sirod;5.955815585;46.723957169;39070;BOURG-DE-SIROD
L'Ain à Bourg-de-Sirod;5.955815585;46.723957169;39070;BOURG-DE-SIROD
La Saine à Foncine-le-Bas;6.027537444;46.64005325;39227;FONCINE-LE-BAS
La Saine à Syam;5.940311617;46.704055084;39523;SYAM
La Lemme à Fort-du-Plasne [Pont-de-Lemme];5.957806898;46.623690961;39232;FORT-DU-PLASNE
[Le lac de la Motte (ou d'Ilay)] à la Chaux-du-Dombief;5.888177375;46.618493585;39131;CHAUX-DU-DOMBIEF
L'Angillon à Champagnole;5.868931643;46.755876809;39097;CHAMPAGNOLE
L'Ain à Marigny [Chalain];5.766670384;46.685804334;39313;MARIGNY
L'Ain à Châtillon;5.74081281;46.654395932;39122;CHATILLON
[Le lac de Chalain (château)] à Fontenu [Chalain];5.813596705;46.66590413;39230;FONTENU
Le Hérisson à Doucier;5.775310093;46.648114959;39201;DOUCIER
[Le lac de Chalin] à Fontenu [Chalain];5.813298712;46.662929157;39230;FONTENU
La Raillette à Clairvaux-les-Lacs;5.753305652;46.55954775;39154;CLAIRVAUX-LES-LACS
La Raillette à Soucia [Clairvaux amont];5.758637742;46.551355459;39519;SOUCIA
La Raillette à Clairvaux-les-Lacs [Clairvaux aval];5.749857504;46.579722628;39154;CLAIRVAUX-LES-LACS
L'Ain à Pont-de-Poitte;5.700402015;46.585008365;39435;PONT-DE-POITTE
L'Ain à Cernon [Vouglans];5.665633084;46.397530727;39086;CERNON
L'Orbe aux Rousses;6.107204118;46.516988343;39470;ROUSSES
Le ruisseau des Mortes à Chapelle-des-Bois;6.09051168;46.582169114;25121;CHAPELLE-DES-BOIS
La Bienne à Saint-Claude [Chenavier];5.867851168;46.416540404;39478;SAINT-CLAUDE
La Bienne à Morbier;5.963831487;46.509630536;39367;MORBIER
La Bienne à Morez;6.015984761;46.531100396;39368;HAUTS DE BIENNE
Le Tacon à Saint-Claude;5.873191793;46.378156049;39478;SAINT-CLAUDE
[Le lac de l'Embouteilleux] à la Pesse;5.863671126;46.303580249;39413;PESSE
La Bienne à Chassal;5.802220835;46.365622596;39113;CHASSAL
La Bienne à Jeurre;5.706153794;46.362726361;39269;JEURRE
La Bienne à Chancia;5.646653944;46.343409645;39102;CHANCIA
[La Source Bleue] à Dortan;5.662501253;46.310055503;1148;DORTAN
L'Oignin à Maillat [Pontet];5.539474869;46.128981327;1228;MAILLAT
L'Oignin à Maillat [Pontet];5.539029882;46.1342078;1228;MAILLAT
L'Ange à Brion;5.553444025;46.171877928;1063;BRION
Le Valouson à Chavéria [Chatagna];5.551823827;46.486811318;39134;CHAVERIA
La Thoreigne à Orgelet [Pont de la Thoreigne];5.599551928;46.542944998;39397;ORGELET
La Thoreigne à Orgelet [Sézéria];5.572973762;46.519293018;39397;ORGELET
Le Valouson à Marigna-sur-Valouse;5.536136728;46.443150605;39312;MARIGNA-SUR-VALOUSE
La Valouse à Thoirette [Chalea];5.51715033;46.272836199;39530;THOIRETTE-COISIA
L'Ain à Pont-d'Ain;5.33642818;46.047081645;1304;PONT-D'AIN
Le Suran à Gigny [Croupet];5.457424611;46.438322148;39253;GIGNY
Le ruisseau de Veria à Graye-et-Charnay;5.449000232;46.468962236;39261;GRAYE-ET-CHARNAY
Le Suran à Simandre-sur-Suran;5.417717786;46.224748177;1408;SIMANDRE-SUR-SURAN
Le Suran à Neuville-sur-Ain [La Planche];5.390159369;46.112240931;1273;NEUVILLE-SUR-AIN
Le Suran à Pont-d'Ain;5.331274674;46.064673887;1304;PONT-D'AIN
Le Suran à Pont-d'Ain;5.331286841;46.064655619;1304;PONT-D'AIN
Le Suran à Germagnat [Lasserra];5.443956354;46.30460257;1172;GERMAGNAT
Le Suran à Germagnat [Lasserra];5.446434569;46.301882683;1172;GERMAGNAT
[résurgence] à Neuville-sur-Ain [Bourbou];5.38998307;46.107595992;1273;NEUVILLE-SUR-AIN
Le Suran à Germagnat;5.441078752;46.309448083;1172;GERMAGNAT
L'Albarine à Saint-Rambert-en-Bugey;5.439340194;45.94801973;1384;SAINT-RAMBERT-EN-BUGEY
L'Albarine à Chaley;5.533970079;45.953904649;1076;CHALEY
L'Albarine à Saint-Denis-en-Bugey [Pont Saint Denis];5.331709625;45.954757013;1345;SAINT-DENIS-EN-BUGEY
L'Ain à Chazey-sur-Ain;5.234014747;45.906387861;1099;CHAZEY-SUR-AIN
La Toison à Rignieux-le-Franc;5.196009322;45.93935539;1325;RIGNIEUX-LE-FRANC
Le Rhône à Lyon;4.838420825;45.76828495;69123;LYON
Le Rhône à Lyon;4.8309568;45.748112885;69123;LYON
Le Rhône à Lyon;4.879368087;45.791173671;69123;LYON
Le Rhône à Lyon;4.849471915;45.783912231;69123;LYON
La Sereine à Montluel;5.057738124;45.853261796;1262;MONTLUEL
Le Longevent à Pérouges [Meximieux];5.185875767;45.889960488;1290;PEROUGES
Le Rhône à Anthon;5.161539786;45.794487529;38011;ANTHON
L'Yzeron à Craponne;4.719739316;45.735434565;69069;CRAPONNE
L'Yzeron à Craponne;4.719739316;45.735434565;69069;CRAPONNE
L'Yzeron à Francheville;4.771908895;45.73422139;69089;FRANCHEVILLE
L'Yzeron à Francheville;4.775870587;45.733024154;69089;FRANCHEVILLE
Le ruisseau de Charbonnières à Charbonnières-les-Bains;4.732515913;45.786293415;69044;CHARBONNIERES-LES-BAINS
Le ruisseau du Ratier à Saint-Genis-les-Ollières;4.720921812;45.753318789;69205;SAINT-GENIS-LES-OLLIERES
L'Ozon à Sérézin-du-Rhône [La Sarrazinière];4.824241584;45.632748804;69294;SEREZIN-DU-RHONE
L'Ozon à Sérézin-du-Rhône [La Sarrazinière];4.82425323;45.632712587;69294;SEREZIN-DU-RHONE
Le Rhône à Ternay;4.80355313;45.608934129;69297;TERNAY
Le Rhône à Ternay;4.807662417;45.609408595;69297;TERNAY
Le Rhône à Ternay;4.78159007;45.581623444;69297;TERNAY
Le Garon à Brignais;4.736532125;45.689808716;69027;BRIGNAIS
Le ruisseau de Corsenat à Saint-Didier-sous-Riverie [Madone];4.639655174;45.610821056;69195;SAINT-DIDIER-SOUS-RIVERIE
Le Gier à Saint-Chamond;4.528268512;45.483444669;42207;SAINT-CHAMOND
Le Gier à Rive-de-Gier;4.648207658;45.540686895;42186;RIVE-DE-GIER
Le Dorlay à la Terrasse-sur-Dorlay;4.578434537;45.431269704;42308;TERRASSE-SUR-DORLAY
Le Gier à Givors;4.73974905;45.579576588;69091;GIVORS
La Sévenne à Luzinay;4.946428004;45.580052416;38215;LUZINAY
Le Rhône à Givors [Le Rhône à GIVORS];4.78159007;45.581623444;69091;GIVORS
La Gère à Villeneuve-de-Marc [Pont Rouge];5.141170769;45.457714418;38555;VILLENEUVE-DE-MARC
La Vesonne à Estrablin [Pont de Bourgeat];4.964114157;45.514089092;38157;ESTRABLIN
La Gère à Pont-Évêque [Cancane];4.902095632;45.529145087;38318;PONT-EVEQUE
La Gère à Jardin [Pont de Malissol];4.923830915;45.516227646;38199;JARDIN
La Véga à Pont-Évêque;4.901944402;45.529967313;38318;PONT-EVEQUE
La Véga à Pont-Évêque;4.903559355;45.533335717;38318;PONT-EVEQUE
La Valencize à Chavanay;4.720106732;45.4128027;42056;CHAVANAY
La Valencize à Chavanay;4.731796221;45.413262188;42056;CHAVANAY
Le Dolon à Revel-Tourdan;5.024566552;45.382865125;38335;REVEL-TOURDAN
La Sanne à Saint-Romain-de-Surieu;4.885991395;45.384491067;38452;SAINT-ROMAIN-DE-SURIEU
La Raille [Rival] à Brézins;5.315852318;45.348061727;38058;BREZINS
